emp_no,first_name,last_name,to_date
90895,Guenter,Lorch,9999-01-01
90901,Gudjon,Rousseau,1999-08-20
90903,Richara,Sadowski,9999-01-01
90905,Gro,Casperson,1996-08-16
90908,Toshimi,Cronan,9999-01-01
90912,Kazunori,Feldmann,9999-01-01
90913,Xiahua,Levergood,9999-01-01
90914,Danel,Mandell,9999-01-01
90917,Alejandra,Streit,1996-06-05
90923,Raimond,Bhattacharjee,9999-01-01
90925,Odinaldo,Bugrara,9999-01-01
90931,Sadun,Rousseau,9999-01-01
90936,Xinglin,Yavatkar,9999-01-01
90946,Arunas,Chaudhuri,9999-01-01
90948,Gully,Matteis,9999-01-01
90957,Clyde,Atrawala,1999-08-09
90964,Basil,Kuszyk,9999-01-01
90964,Basil,Kuszyk,2002-03-12
90975,Dulce,Brickell,2001-01-26
90975,Dulce,Brickell,9999-01-01
90978,Ramya,Ouhyoung,9999-01-01
90993,Masaki,Benzaken,1995-09-27
90994,Xinyu,Merel,9999-01-01
90998,Jessie,Schwartzbauer,9999-01-01
91009,Minghong,Liedekerke,9999-01-01
91018,Vitali,Binding,9999-01-01
91022,Alagu,Kropatsch,9999-01-01
91023,Volkmar,Nitsche,9999-01-01
91024,Roddy,Kinley,1989-09-10
91029,Navin,Crooks,9999-01-01
91032,Karsten,Tetzlaff,1989-01-31
91032,Karsten,Tetzlaff,1989-10-22
91034,Masali,Hopewell,9999-01-01
91035,Gudjon,Schneeberger,1989-10-26
91058,Weijing,Litzkow,9999-01-01
91080,Parviz,Skogmar,9999-01-01
91093,Josyula,Luders,9999-01-01
91101,Gennady,Siksek,9999-01-01
91105,Willard,Murillo,1987-11-27
91107,Fuqing,Hmelo,9999-01-01
91113,Goncalo,Begiun,9999-01-01
91117,Shem,Constantine,1995-07-29
91118,Stein,Dichev,1999-04-29
91126,Constantijn,Piazza,9999-01-01
91127,Phuoc,Baar,9999-01-01
91139,Gererd,Quittner,2000-01-03
91139,Gererd,Quittner,9999-01-01
91150,Kwee,Schaad,9999-01-01
91153,Yefim,Clouatre,9999-01-01
91187,Shigehito,Falby,9999-01-01
91194,Gill,Pietrzykowski,2000-08-05
91202,Yonghong,Zlotek,1991-08-16
91202,Yonghong,Zlotek,1993-04-19
91204,Wanqing,Shigei,9999-01-01
91208,Anwar,Heyers,2002-02-14
91210,Uri,Sabnani,1999-12-29
91217,Xuedong,Nilsson,9999-01-01
91225,Pranjal,Mamelak,9999-01-01
91227,Spyrose,Bala,9999-01-01
91228,Hauke,Leijenhorst,9999-01-01
91243,Mads,Anick,9999-01-01
91244,Douadi,Rullman,1991-06-17
91246,Xiaoshan,Makrucki,9999-01-01
91265,Somnath,Ohori,9999-01-01
91270,Xiahua,Hiraishi,9999-01-01
91274,Khalid,Gecsel,9999-01-01
91280,Surveyors,Conte,1994-03-14
91307,Gladys,Erva,9999-01-01
91310,Gaurav,Kakkad,1992-12-01
91310,Gaurav,Kakkad,9999-01-01
91314,Hilari,Fendler,9999-01-01
91316,Sampalli,Hertweck,1991-05-22
91325,Phillip,Beutelspacher,9999-01-01
91341,Weiru,Fontan,9999-01-01
91348,Basim,Muchinsky,9999-01-01
91350,Boriana,Murrill,9999-01-01
91350,Boriana,Murrill,2001-12-16
91364,Huai,Picaronny,1994-08-12
91365,Xudong,Caine,9999-01-01
91367,Kerryn,Sluis,1993-11-12
91367,Kerryn,Sluis,9999-01-01
91373,Shigenori,Cusworth,9999-01-01
91382,Oksana,Puppe,2001-04-26
91387,Shakhar,Jumpertz,9999-01-01
91395,Golgen,Aseltine,9999-01-01
91401,Taegyun,Fetvedt,9999-01-01
91411,Chenyi,Keirsey,9999-01-01
91413,Ekawit,Asser,9999-01-01
91420,Jacqueline,Suppi,9999-01-01
91424,Mabry,Talmon,9999-01-01
91426,Alagu,Sidhu,1997-04-13
91429,Shaunak,Pollock,9999-01-01
91438,Feiyu,Comellas,9999-01-01
91451,Akeno,Savasere,9999-01-01
91452,Nevio,Flasterstein,9999-01-01
91457,Volkmar,Schusler,9999-01-01
91473,Gadiel,Kuzuoka,9999-01-01
91475,Pranay,Raczkowsky,9999-01-01
91486,Willard,Nyanchama,1992-08-12
91489,Leucio,Viele,9999-01-01
91493,Filipe,Gien,9999-01-01
91496,Sven,Casperson,9999-01-01
91500,Bogdan,Kriebel,9999-01-01
91506,Lillian,Isaac,1999-06-06
91506,Lillian,Isaac,9999-01-01
91510,Chandrasekaran,Murthy,9999-01-01
91516,Kolar,Bazzichi,9999-01-01
91517,Serif,Hofstetter,2001-01-06
91517,Serif,Hofstetter,9999-01-01
91519,Danco,Panienski,9999-01-01
91521,Akeel,Murthy,9999-01-01
91527,Basant,Klerer,9999-01-01
91541,Slavian,McFarlin,9999-01-01
91553,Arfst,Wendorf,1992-02-06
91557,Yuping,Gomatam,9999-01-01
91557,Yuping,Gomatam,2001-10-26
91563,Hugh,Munos,9999-01-01
91564,Sungwon,Schueller,1995-06-23
91566,Hongzue,Rohrbach,9999-01-01
91583,Dinkar,Kroft,9999-01-01
91589,Jaber,Kavraki,1997-12-22
91602,Jackson,Weedman,2000-12-28
91607,Josyula,Speckmann,9999-01-01
91607,Josyula,Speckmann,1993-10-19
91608,Sachio,Osgood,9999-01-01
91614,Yechezkel,Wixon,9999-01-01
91620,Jenwei,McDermid,9999-01-01
91623,Haldun,Manderick,9999-01-01
91630,Saniya,Maquelin,9999-01-01
91632,Bingning,Penn,1998-12-18
91637,Gino,Menhoudj,2001-04-03
91637,Gino,Menhoudj,9999-01-01
91638,Youjian,Siprelle,9999-01-01
91656,Clyde,Collavizza,9999-01-01
91656,Clyde,Collavizza,1998-12-24
91662,Jeane,Riexinger,1987-08-06
91675,Parke,Wrigley,9999-01-01
91687,Nobuyoshi,Terlouw,1996-10-28
91688,Vishv,Veevers,9999-01-01
91694,Maha,Showalter,9999-01-01
91702,Kensei,Stanfel,9999-01-01
91702,Kensei,Stanfel,1995-10-03
91708,Mori,Bahi,9999-01-01
91720,Phillip,Suwa,9999-01-01
91722,Yonghoan,Dolinsky,9999-01-01
91740,Marie,Mandell,1989-02-03
91746,Kiam,Cools,9999-01-01
91756,Xiaobin,Vandervoorde,2001-11-18
91763,Abdulla,Gronowski,9999-01-01
91774,Hugo,Pietracaprina,9999-01-01
91775,Kristian,Nishimukai,9999-01-01
91799,Dayanand,Gill,9999-01-01
91802,Alassane,Meriste,9999-01-01
91807,Susuma,Masaki,9999-01-01
91813,Zhiwei,Bernini,2001-12-02
91813,Zhiwei,Bernini,9999-01-01
91820,Arunachalam,Hofman,9999-01-01
91822,Maren,Bala,2001-06-30
91845,Caolyn,Zeidenstein,9999-01-01
91846,Subbu,Selvestrel,9999-01-01
91850,Rasikan,Keirsey,9999-01-01
91864,Danco,Mondadori,1994-03-27
91871,Selwyn,Androutsos,9999-01-01
91885,Fai,Moehrke,9999-01-01
91888,Peer,Werthner,9999-01-01
91891,Mariusz,Peac,1992-05-14
91898,Dines,Brlek,9999-01-01
91903,Rosalie,Kaiser,9999-01-01
91904,Cordelia,Penttonen,9999-01-01
91908,Munenori,Kalsbeek,9999-01-01
91908,Munenori,Kalsbeek,1990-10-03
91912,Dzung,Marletta,9999-01-01
91913,Alain,Hofmeyr,9999-01-01
91927,Yongqiao,Valtorta,9999-01-01
91932,Zhenhua,Crooks,9999-01-01
91933,Alassane,Radivojevic,1995-04-30
91933,Alassane,Radivojevic,9999-01-01
91947,Bikash,Slaats,9999-01-01
91953,Nirmal,Luks,9999-01-01
91971,Anoosh,Guenter,1997-06-29
92003,Martial,Matheson,9999-01-01
92027,Georg,Adachi,9999-01-01
92031,Yuriy,Gyorkos,2000-10-25
92043,Chriss,Lortz,9999-01-01
92053,Uri,Gonthier,9999-01-01
92054,Gonzalo,Cooley,9999-01-01
92063,Deniz,Olivero,9999-01-01
92082,Beshir,Peris,1997-11-03
92089,Youjian,Fiutem,9999-01-01
92093,Ulises,Diderrich,9999-01-01
92095,Ekawit,Pargaonkar,9999-01-01
92112,Isamu,Felder,1990-06-29
92117,Djelloul,Hammerschmidt,9999-01-01
92128,Manton,Servi,1997-12-12
92133,Tran,Sommer,9999-01-01
92133,Tran,Sommer,1999-07-16
92135,Sakthirel,Kitai,1995-07-25
92136,Isaac,Kamber,9999-01-01
92140,Heping,Khasidashvili,9999-01-01
92142,Subir,Siksek,1997-09-07
92144,Ymte,Rosar,9999-01-01
92145,Marl,Schueller,9999-01-01
92157,Ioana,Matzel,9999-01-01
92159,Monique,Stentiford,1997-05-06
92166,Mara,Miara,1998-02-02
92185,Sarita,Cannane,9999-01-01
92191,Conal,Ossenbruggen,9999-01-01
92210,Kazuhito,Assaf,9999-01-01
92225,Make,Versino,9999-01-01
92232,Hilari,Worfolk,1994-06-02
92235,Leni,Bauknecht,9999-01-01
92244,Vojin,Gadepally,1999-07-16
92248,Alejandro,Liesche,9999-01-01
92251,Jianhao,Furudate,9999-01-01
92262,Danae,Imataki,9999-01-01
92263,Takahiro,Spataro,9999-01-01
92266,Tzvetan,Polajnar,2000-06-05
92285,Mart,Benaini,9999-01-01
92295,Caolyn,Hemaspaandra,1997-04-22
92305,Srinidhi,Nooteboom,9999-01-01
92313,Xudong,Setia,9999-01-01
92321,Stamatina,Borovoy,1993-09-19
92322,Jolita,Grospietsch,9999-01-01
92323,Florina,Azuma,9999-01-01
92338,Fun,Verspoor,1995-03-17
92338,Fun,Verspoor,9999-01-01
92340,Berhard,Nitsch,9999-01-01
92344,Paloma,Hanabata,9999-01-01
92354,Chaosheng,Lammel,9999-01-01
92355,Leah,Beerel,1991-03-31
92359,Berto,Hanratty,1998-11-02
92359,Berto,Hanratty,1992-05-02
92373,Angus,Lupu,9999-01-01
92374,Wayne,Homond,1998-05-29
92378,Sadegh,Basagni,2002-01-27
92385,Nagui,Armand,9999-01-01
92402,Noritoshi,Kriebel,2000-09-12
92410,Filipe,Ranon,1992-09-02
92415,Zorica,Lemarechal,9999-01-01
92417,Aimee,Pollacia,9999-01-01
92421,Trygve,Huttel,2000-04-29
92429,Mariusz,Yurov,9999-01-01
92431,Heon,Bage,1990-12-21
92441,Shugo,Bennet,9999-01-01
92442,Lenore,Birdsall,9999-01-01
92466,Rajmohan,Varman,2002-03-24
92466,Rajmohan,Varman,9999-01-01
92479,Jinpo,Leuchs,9999-01-01
92485,Hein,Turnbull,9999-01-01
92489,Bowen,Murthy,9999-01-01
92493,Constantijn,Merro,9999-01-01
92508,Alassane,Baaz,9999-01-01
92513,Honesty,Asrin,9999-01-01
92513,Honesty,Asrin,1999-10-23
92517,Mamdouh,Suessmith,9999-01-01
92533,Martine,Eastman,9999-01-01
92535,Sarita,Pero,9999-01-01
92536,Nitsan,Rouquie,9999-01-01
92550,Uzi,Krybus,1998-08-13
92555,Mabo,Erez,1992-08-10
92563,Kensyu,Ranze,9999-01-01
92592,Kirk,Lorho,9999-01-01
92627,Xiaoshan,Yurek,9999-01-01
92637,Adhemar,Denos,9999-01-01
92644,Hideo,Baig,9999-01-01
92646,Xianlong,Fadgyas,1997-02-24
92646,Xianlong,Fadgyas,9999-01-01
92652,Pramod,Mansanne,9999-01-01
92667,Aloke,Takanami,9999-01-01
92683,Kwan,Bouloucos,1996-07-02
92683,Kwan,Bouloucos,9999-01-01
92688,Mitsuyuki,Schahn,9999-01-01
92690,Jackson,Yurov,9999-01-01
92720,Sungwon,Bondorf,9999-01-01
92745,Haldun,Morrin,1999-01-22
92754,Yucai,Kushnir,1993-07-27
92754,Yucai,Kushnir,1996-08-01
92757,Valery,Waymire,9999-01-01
92764,Zeydy,McFarlan,1990-11-05
92770,Sudharsan,Braunmuhl,9999-01-01
92776,Elzbieta,Schapiro,9999-01-01
92785,Lunjin,Underwood,9999-01-01
92790,Flemming,Binding,2001-02-26
92796,Susumu,Tagansky,9999-01-01
92797,Shalesh,Ligten,1998-05-05
92801,Marco,Vrecion,9999-01-01
92802,Alair,Luks,9999-01-01
92804,Tonny,Roison,2001-06-15
92808,Hinrich,Junet,9999-01-01
92821,Ute,Journel,9999-01-01
92829,Nechama,Kalefeld,9999-01-01
92833,Jeanna,Jullig,9999-01-01
92835,Freyja,Godskesen,9999-01-01
92842,Maris,Lorie,9999-01-01
92870,Atilio,Imataki,9999-01-01
92878,Phule,Birjandi,9999-01-01
92879,Mana,Hellwagner,9999-01-01
92888,Chanjung,Capobianchi,9999-01-01
92892,Eldridge,Cronau,1994-10-27
92898,Gil,Ghazalie,9999-01-01
92907,Kazuyasu,Marshall,1995-09-14
92914,Murthy,Vecchi,1995-03-03
92916,Neven,Plotkin,1988-10-06
92922,Aluzio,Eiter,1990-05-12
92941,Jayson,Luit,2000-04-18
92945,Marlo,Tyugu,1997-07-27
92945,Marlo,Tyugu,9999-01-01
92946,Yannik,Thombley,9999-01-01
92950,Weiru,Kushner,9999-01-01
92959,Trygve,Honiden,9999-01-01
92961,Youjian,Speek,9999-01-01
92962,Jayson,Kuszyk,1999-12-29
92965,Weiye,Salinas,9999-01-01
92968,Moriyoshi,Gecseg,9999-01-01
92972,Marjo,Ramamoorthy,1998-09-25
92972,Marjo,Ramamoorthy,9999-01-01
92977,Alair,Naumovich,9999-01-01
92980,Quingbo,Kakkad,9999-01-01
92983,Masoud,Rosca,9999-01-01
92983,Masoud,Rosca,1986-06-26
92987,Kiyotoshi,Emden,9999-01-01
93001,Kersti,Pusterhofer,9999-01-01
93017,Gian,Terkki,9999-01-01
93020,Masako,Fraisse,9999-01-01
93037,Martijn,Gronowski,1998-06-22
93038,Chenyi,Michaeli,9999-01-01
93039,Martijn,Heiserman,9999-01-01
93042,Susumu,Massonet,1993-06-03
93049,Christoper,Ananiadou,9999-01-01
93061,Cheong,Matteis,1994-10-29
93061,Cheong,Matteis,9999-01-01
93080,Amstein,Heering,9999-01-01
93085,Evgueni,Parhami,9999-01-01
93086,Arco,Lubachevsky,9999-01-01
93095,Sushant,Krider,9999-01-01
93102,Magdalena,Barvinok,9999-01-01
93103,Ramya,Kermarrec,9999-01-01
93107,Martien,Buchter,9999-01-01
93108,Danny,Dayang,9999-01-01
93120,Maria,Calkin,9999-01-01
93123,Kirk,Shackel,9999-01-01
93130,Kwun,Neimat,9999-01-01
93143,Tonia,Makinen,9999-01-01
93150,Piyush,Papsdorf,9999-01-01
93160,Trygve,Hinsberger,9999-01-01
93161,Giao,Garrabrants,9999-01-01
93164,Frazer,Ruemmler,9999-01-01
93183,Kenton,Marzano,9999-01-01
93189,Neven,Dalton,9999-01-01
93195,Domenico,Baak,9999-01-01
93195,Domenico,Baak,1997-09-29
93197,Arie,Magliocco,9999-01-01
93203,Danel,Zizka,9999-01-01
93216,Dung,Chelton,2000-08-04
93219,Dulce,Kolinko,9999-01-01
93221,Sanjit,McDermid,9999-01-01
93222,Amalendu,Bottner,1991-02-19
93222,Amalendu,Bottner,2001-09-26
93224,Shigeo,Gonthier,9999-01-01
93241,Juichirou,Borstler,9999-01-01
93254,Shigeo,Cichocki,9999-01-01
93261,Pintsang,Luca,9999-01-01
93273,Eberhardt,Schwartzbauer,9999-01-01
93291,Kasidit,Hofstetter,9999-01-01
93296,Baoqiu,Montresor,9999-01-01
93299,Hatsukazu,Swist,9999-01-01
93302,Mohammad,Porenta,1992-12-04
93302,Mohammad,Porenta,1990-12-06
93314,Carrsten,Beeson,9999-01-01
93321,Masako,Nivat,9999-01-01
93329,Shirish,Anily,1989-12-31
93329,Shirish,Anily,9999-01-01
93338,Shim,Stifter,2000-03-29
93344,Bernardo,Escriba,9999-01-01
93355,Shridhar,Pettit,1998-09-27
93357,Padma,Prochazka,9999-01-01
93359,Elliott,Takanami,9999-01-01
93366,Heejo,Schach,9999-01-01
93381,Hercules,Streng,2000-06-12
93385,Sibyl,Marrakchi,9999-01-01
93389,Sungwon,Hooghiemstra,9999-01-01
93396,Giap,Penn,1993-08-04
93396,Giap,Penn,9999-01-01
93399,Rosalie,Bennet,9999-01-01
93404,Shuzo,Willoner,1992-11-23
93404,Shuzo,Willoner,1994-06-03
93405,Tamiya,Marrevee,9999-01-01
93410,Jouni,Zastre,1998-08-28
93412,Sivanarayana,Sinicrope,9999-01-01
93416,Naftaly,Flowers,9999-01-01
93422,Nathan,Stiles,9999-01-01
93426,Olivera,Kambil,9999-01-01
93430,Golgen,Baar,9999-01-01
93433,Abdelkader,Tchuente,1996-04-18
93433,Abdelkader,Tchuente,9999-01-01
93436,Ung,Crooks,9999-01-01
93445,Shahaf,Imataki,9999-01-01
93447,Gregory,Standera,9999-01-01
93448,Dhritiman,Ibel,1994-12-04
93450,Jiakeng,Kieras,9999-01-01
93451,Elliott,Staudhammer,1999-04-24
93451,Elliott,Staudhammer,9999-01-01
93454,Subhada,Munawer,9999-01-01
93455,Tsutomu,Hashii,9999-01-01
93458,Jagoda,Pero,9999-01-01
93491,Margo,Heinisuo,9999-01-01
93492,Lenore,Yetim,9999-01-01
93493,Amstein,Byoun,1995-10-01
93495,Lunjin,Gill,9999-01-01
93501,Yongdong,Nitsch,2002-07-07
93509,Lijie,Perl,9999-01-01
93512,Rutger,Ramras,9999-01-01
93519,Bartek,Kolinko,9999-01-01
93520,Angel,Unni,9999-01-01
93522,Alselm,Ventosa,1996-08-07
93536,Zhonghua,Zongker,9999-01-01
93539,Stevo,Heystek,9999-01-01
93540,Vitali,Thebaut,1988-02-10
93540,Vitali,Thebaut,9999-01-01
93551,Sanjay,Shrader,9999-01-01
93553,Maris,Swist,9999-01-01
93561,Mario,Takkinen,9999-01-01
93575,Srinidhi,Tchuente,1996-04-17
93576,Xuedong,Thorensen,9999-01-01
93597,Shmuel,Karlin,1995-04-29
93601,Leucio,Piveteau,9999-01-01
93603,Moon,Gniady,9999-01-01
93603,Moon,Gniady,1999-10-28
93611,Mizuhito,Gronowski,9999-01-01
93622,Oldrich,Felder,1991-07-08
93634,Dietrich,Chelton,9999-01-01
93647,Jiafu,Argence,1997-05-01
93653,Filipp,Greenaway,9999-01-01
93657,Nathan,Pocchiola,1999-09-03
93662,Mong,Marwedel,1998-10-22
93670,Djelloul,Pulkowski,9999-01-01
93670,Djelloul,Pulkowski,1998-04-24
93672,Uinam,Kopetz,2002-01-07
93681,Bogdan,Klassen,2002-07-07
93682,Mari,Mukaidono,9999-01-01
93686,Zhiwei,Radivojevic,9999-01-01
93718,Moie,Kropf,9999-01-01
93721,Supot,Isaak,9999-01-01
93722,Tetsurou,Kavraki,9999-01-01
93729,Maik,Sadowsky,9999-01-01
93730,Aemilian,Noriega,9999-01-01
93735,Bernice,Krichel,9999-01-01
93742,Shay,Ushiama,9999-01-01
93745,Mandell,Schrooten,9999-01-01
93747,Martina,Christ,9999-01-01
93751,Dinkar,Leuchs,2001-03-12
93754,Xianlong,Ernst,9999-01-01
93763,Kazuhisa,Jullig,9999-01-01
93778,Genki,Waterhouse,9999-01-01
93785,Francesca,VanScheik,9999-01-01
93790,Beshir,Wursthorn,1995-09-21
93796,Zhonghua,Armand,9999-01-01
93798,Monique,Azumi,9999-01-01
93813,Giordano,Janetzko,9999-01-01
93825,Rosella,Mitsuhashi,9999-01-01
93846,Parke,Bratten,9999-01-01
93854,Constantine,Rosaz,9999-01-01
93869,Lijie,Maccarone,9999-01-01
93884,Yucai,Felder,1992-06-11
93887,Zdislav,Sidou,9999-01-01
93903,Filipe,Capobianchi,1995-06-23
93915,Genevieve,Waymire,9999-01-01
93921,Chuanti,Driscoll,9999-01-01
93924,Lucien,Suppi,1995-03-01
93928,Tomoyuki,Axelband,9999-01-01
93932,Giap,Parveen,9999-01-01
93938,Boutros,Veeraraghavan,2002-01-04
93938,Boutros,Veeraraghavan,9999-01-01
93942,Thanasis,Tiemann,9999-01-01
93947,Toshiki,Heyers,1997-10-06
93947,Toshiki,Heyers,9999-01-01
93958,Morrie,Cyre,9999-01-01
93958,Morrie,Cyre,1986-07-25
93960,Xianlong,Seghrouchni,9999-01-01
93961,Chaitali,Brickell,1990-03-30
93964,Shimshon,Chelton,9999-01-01
93975,Gererd,Calkin,9999-01-01
93976,Demin,Dengi,9999-01-01
93984,Saniya,Journel,9999-01-01
93986,Elzbieta,Perry,9999-01-01
93989,Troy,Strooper,2001-08-16
93995,Saeed,Luon,9999-01-01
93998,Freyja,Coombs,1999-11-30
93998,Freyja,Coombs,2000-09-30
94002,Zeydy,Thambidurai,1996-05-06
94008,Sumali,Itzfeldt,9999-01-01
94023,Seongbae,DasSarma,1993-05-29
94023,Seongbae,DasSarma,1996-10-13
94028,Bernt,Fraisse,9999-01-01
94030,Masato,Shobatake,9999-01-01
94032,Jinya,Katiyar,9999-01-01
94032,Jinya,Katiyar,1993-07-09
94034,Vasilis,Riesenhuber,9999-01-01
94035,Zejun,Gulik,1992-01-03
94042,Yonghoan,Bruckman,9999-01-01
94046,Valeska,Nourani,9999-01-01
94053,Hauke,Perko,1998-04-24
94062,Maia,Genther,9999-01-01
94100,Kwangsub,Guardalben,2000-07-04
94118,Gina,Ellozy,1995-03-19
94118,Gina,Ellozy,9999-01-01
94120,Limsoon,Ohori,9999-01-01
94126,Elvis,Kriebel,1994-10-18
94142,Weiyi,Avouris,9999-01-01
94143,Bartek,Argence,9999-01-01
94145,Uli,Crouzet,1992-07-13
94145,Uli,Crouzet,1988-06-16
94150,Geoffrey,Eiron,9999-01-01
94156,Kristen,Norsworthy,9999-01-01
94160,Gila,Serdy,1994-01-31
94161,Sajjad,Zuberek,9999-01-01
94164,Frazer,Naumovich,1987-01-12
94164,Frazer,Naumovich,9999-01-01
94170,Bader,Yoshimura,9999-01-01
94172,Ronnie,Bage,9999-01-01
94175,Shuky,Thisen,1999-12-19
94195,Arch,Rabehasaina,9999-01-01
94200,Mahendra,Michaeli,9999-01-01
94201,Mana,Fabrizio,1991-11-23
94201,Mana,Fabrizio,9999-01-01
94206,Denis,Cooley,9999-01-01
94208,Kaijung,Lienhardt,9999-01-01
94210,Ekawit,Pouyioutas,9999-01-01
94210,Ekawit,Pouyioutas,1985-12-22
94211,Martins,Yurov,9999-01-01
94221,Marek,Jording,1988-12-23
94229,Shen,Thambidurai,9999-01-01
94239,Divier,Rosiles,1989-05-13
94239,Divier,Rosiles,9999-01-01
94250,Jianhao,Falby,1995-02-11
94250,Jianhao,Falby,1993-01-06
94260,Shooichi,Marquardt,1997-08-12
94260,Shooichi,Marquardt,9999-01-01
94265,Danny,Hasenauer,1994-05-22
94270,Serge,Heuser,9999-01-01
94270,Serge,Heuser,1991-07-31
94281,Rutger,Peres,9999-01-01
94285,Goa,Munro,9999-01-01
94287,Kiyokazu,Buchter,9999-01-01
94288,Michaela,Monarch,9999-01-01
94293,Susuma,Qiwen,9999-01-01
94299,Collette,Chenney,2001-12-30
94309,Tomoyuki,Zobel,9999-01-01
94313,Menkae,Birdsall,9999-01-01
94320,Kirk,Papsdorf,9999-01-01
94322,Ronnie,Moffat,9999-01-01
94332,Teiji,Sudbeck,9999-01-01
94341,Bokyung,Serre,9999-01-01
94342,Ramalingam,Demizu,9999-01-01
94354,Aleksandar,Apsitis,9999-01-01
94364,Heon,Heping,9999-01-01
94364,Heon,Heping,2000-09-20
94382,Bogdan,Eugenio,1991-03-22
94388,Zvonko,Denos,9999-01-01
94405,Ramalingam,Escriba,9999-01-01
94405,Ramalingam,Escriba,1998-05-02
94410,Iara,Schieder,9999-01-01
94419,Felicidad,Socorro,9999-01-01
94422,Ayakannu,Fortenbacher,9999-01-01
94425,Kersti,Nergos,9999-01-01
94438,Demos,Lueh,9999-01-01
94462,Sadegh,Lukaszewicz,9999-01-01
94464,Weicheng,Alameldin,9999-01-01
94465,Huiqun,Dalphin,9999-01-01
94469,Moto,Fendler,9999-01-01
94480,Remzi,Majewski,9999-01-01
94483,Shigenori,Quaggetto,1999-08-22
94483,Shigenori,Quaggetto,2000-05-02
94496,Sungwon,Akiyama,9999-01-01
94501,Toshimori,Velasco,1997-08-11
94516,Toong,Rassart,9999-01-01
94521,Deborah,Schlegelmilch,9999-01-01
94525,Sadok,Brookner,9999-01-01
94531,Kannan,Bahl,9999-01-01
94539,Kerryn,Tyugu,9999-01-01
94546,Arnd,Kieras,2001-07-21
94553,Otilia,Basawa,1985-11-19
94574,Abdelghani,Dulli,9999-01-01
94582,Willard,Baar,9999-01-01
94587,Tsuneo,Antonakopoulos,1995-10-18
94589,Sibyl,Heusch,9999-01-01
94592,Sven,Boudaillier,9999-01-01
94596,Nahid,Biros,9999-01-01
94603,Fox,Kuszyk,9999-01-01
94606,Berni,Casley,9999-01-01
94625,Kwangyoen,Kalorkoti,1999-03-13
94625,Kwangyoen,Kalorkoti,9999-01-01
94637,Kazuhira,Terekhov,9999-01-01
94651,Toshimi,Zuberek,1995-07-16
94658,Basil,Kaelbling,9999-01-01
94665,Nirmal,Talmon,9999-01-01
94666,Gudjon,Denti,9999-01-01
94667,Naraig,Rebaine,9999-01-01
94670,Noritoshi,Hofstetter,1993-08-22
94680,Teruyuki,Baja,9999-01-01
94681,Nigel,Clemencon,9999-01-01
94684,Subbu,Stiles,9999-01-01
94704,Rimon,Thombley,9999-01-01
94709,Brewster,Lemarechal,9999-01-01
94710,Anneke,Schrooten,9999-01-01
94732,Heping,Eiter,9999-01-01
94734,Bingning,Anguita,9999-01-01
94735,Rosine,Peak,9999-01-01
94736,Visit,Trelles,9999-01-01
94743,Jinxi,Reinhard,9999-01-01
94745,Genki,Leslie,2001-07-21
94745,Genki,Leslie,9999-01-01
94749,Brewster,Schlenzig,1996-09-07
94768,Geoffrey,Brattka,1995-01-27
94769,Guozhong,Montemayor,9999-01-01
94775,Moie,Kilgore,9999-01-01
94777,Zongyan,Clemencon,1986-10-26
94788,Paris,Varker,1998-08-05
94793,Weidon,Mahmud,1995-11-17
94815,Kwun,Dusink,9999-01-01
94818,Yuuichi,Perly,1993-12-27
94822,Marit,Parascandalo,9999-01-01
94828,Anoosh,Dahlbom,9999-01-01
94833,Miyeon,Kleiser,9999-01-01
94838,Howell,Czap,9999-01-01
94849,Shao,Koshino,9999-01-01
94862,Gro,Baek,9999-01-01
94864,Boriana,Cronin,9999-01-01
94870,Zhilian,Sherertz,2001-09-03
94871,Kasidit,Chenney,9999-01-01
94885,Vidya,Detkin,1995-08-21
94885,Vidya,Detkin,9999-01-01
94890,Mayuri,Piancastelli,9999-01-01
94898,Kristof,Vandervoorde,9999-01-01
94900,Atilio,Zyda,9999-01-01
94913,Rayond,Swen,1998-06-05
94914,Ranan,Preusig,9999-01-01
94918,Domenico,Pews,9999-01-01
94920,Gretta,Birrer,1994-09-29
94920,Gretta,Birrer,9999-01-01
94922,Shaowen,Neimat,9999-01-01
94935,Christophe,Wynblatt,9999-01-01
94950,Duke,Hofman,9999-01-01
94957,Roselyn,Genther,1992-04-18
94957,Roselyn,Genther,9999-01-01
94987,Kazuhira,Berendt,9999-01-01
94988,Martina,Improta,9999-01-01
94998,Goh,Koblitz,9999-01-01
95000,Mario,Weiland,9999-01-01
95001,Berhard,Kalloufi,9999-01-01
95003,Eberhardt,Baba,9999-01-01
95019,Jaques,Peyn,2002-07-11
95036,Christfried,Sessa,9999-01-01
95046,Bogdan,Spinelli,9999-01-01
95056,Serif,Terekhov,9999-01-01
95071,Toney,Isaak,9999-01-01
95085,Rosella,Hasham,9999-01-01
95109,Mats,Range,2002-02-01
95116,Oguz,Lorys,9999-01-01
95133,Shiv,Strandh,9999-01-01
95147,Shietung,Gecsel,9999-01-01
95152,Sarita,Riefers,9999-01-01
95153,Guangming,Kawashima,9999-01-01
95159,Yechiam,Kusalik,9999-01-01
95190,Elgin,Onuegbe,9999-01-01
95200,Guenter,Kalefeld,9999-01-01
95212,Feipei,Kobara,9999-01-01
95219,Shaw,Porenta,9999-01-01
95223,Torsten,Quittner,9999-01-01
95223,Torsten,Quittner,1999-06-22
95231,Yunming,Shihab,1997-08-05
